gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	gene	B	CD14	CD4T	CD8T	DCs	FGR3	Mega	NK
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SC0796645C7	WNT2B	0.005	0.0	0.002	0.003	0.004	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SC039EE3D74	WNT5A	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0
WNT7A	O00755	False	WNT7A_HUMAN		CPI-SC01C485556	WNT7A	0.0	0.001	0.009	0.003	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS073F3FAD5	WNT5A	0.0	0.004	0.0	0.0	0.004	0.0	0.0	0.0
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS04256AA73	ALCAM	0.023	0.176	0.01	0.003	0.459	0.069	0.0	0.003
BAG6	P46379	False	BAG6_HUMAN		CPI-SS051AA0057	BAG6	0.16	0.122	0.098	0.122	0.183	0.19	0.202	0.092
NCR3LG1	Q68D85	False	NR3L1_HUMAN		CPI-SS0B2D99280	NCR3LG1	0.003	0.004	0.001	0.0	0.015	0.006	0.0	0.006
BST2	Q10589	False	BST2_HUMAN		CPI-SS0D3064F3D	BST2	0.584	0.89	0.252	0.442	1.052	1.384	0.366	0.774
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	CD200	0.209	0.001	0.016	0.0	0.071	0.0	0.0	0.0
CD248	Q9HCU0	False	CD248_HUMAN		CPI-SS095632066	CD248	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS0D7DB794A	CD274	0.011	0.015	0.002	0.002	0.015	0.028	0.0	0.003
CD274	Q9NZQ7	False	PD1L1_HUMAN		CPI-SS09D4B2070	CD274	0.011	0.015	0.002	0.002	0.015	0.028	0.0	0.003
PDCD1LG2	Q9BQ51	False	PD1L2_HUMAN		CPI-SS08DF7B12C	PDCD1LG2	0.002	0.005	0.0	0.0	0.005	0.015	0.0	0.003
CD40LG	P29965	False	CD40L_HUMAN		CPI-SS0D9E45677	CD40LG	0.001	0.003	0.069	0.009	0.0	0.0	0.09	0.004
CD44	P16070	False	CD44_HUMAN		CPI-SS01503DD69	CD44	0.737	1.365	1.234	0.821	1.123	1.461	0.741	0.865
CD47	Q08722	False	CD47_HUMAN		CPI-SC05C71E348	CD47	0.703	0.533	0.369	0.449	0.92	1.177	0.274	0.37
CD47	Q08722	False	CD47_HUMAN		CPI-SS0E80C8B3C	CD47	0.703	0.533	0.369	0.449	0.92	1.177	0.274	0.37
CD47	Q08722	False	CD47_HUMAN		CPI-SS0E9015902	CD47	0.703	0.533	0.369	0.449	0.92	1.177	0.274	0.37
CD48	P09326	False	CD48_HUMAN		CPI-SS056FF4363	CD48	0.438	1.129	0.382	0.5	0.737	1.084	0.15	0.333
CD52	P31358	False	CD52_HUMAN		CPI-SS073C1B796	CD52	0.707	0.338	1.116	1.823	0.336	0.53	0.476	0.518
CD58	P19256	False	LFA3_HUMAN		CPI-SS029C16DCA	CD58	0.343	0.475	0.17	0.433	0.916	0.534	0.0	0.434
CD70	P32970	False	CD70_HUMAN		CPI-SS01999882C	CD70	0.178	0.003	0.006	0.01	0.01	0.003	0.0	0.006
CD80	P33681	False	CD80_HUMAN		CPI-SS0DC98E54D	CD80	0.009	0.005	0.0	0.0	0.046	0.042	0.0	0.0
CD86	P42081	False	CD86_HUMAN		CPI-SS0452C6098	CD86	0.04	0.513	0.006	0.0	1.014	1.263	0.15	0.009
CD80	P33681	False	CD80_HUMAN		CPI-SS08EC6823D	CD80	0.009	0.005	0.0	0.0	0.046	0.042	0.0	0.0
CD86	P42081	False	CD86_HUMAN		CPI-SS0A72C2360	CD86	0.04	0.513	0.006	0.0	1.014	1.263	0.15	0.009
CD93	Q9NPY3	False	C1QR1_HUMAN		CPI-SS0B1650B85	CD93	0.0	0.061	0.0	0.0	0.023	0.0	0.0	0.003
CD99	P14209	False	CD99_HUMAN		CPI-SS01560CA22	CD99	0.033	0.054	0.022	0.025	0.016	0.012	0.0	0.036
CHL1	O00533	False	NCHL1_HUMAN		CPI-SS0DBA22B92	CHL1	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ESAM	Q96AP7	False	ESAM_HUMAN		CPI-SS04C672963	ESAM	0.009	0.002	0.008	0.003	0.006	0.003	0.0	0.0
FLT3LG	P49771	False	FLT3L_HUMAN		CPI-SS0D97E07F8	FLT3LG	0.014	0.016	0.149	0.08	0.024	0.032	0.0	0.045
HGF	P14210	False	HGF_HUMAN		CPI-SS0109FE6AE	HGF	0.0	0.002	0.0	0.0	0.0	0.057	0.0	0.0
ICOSLG	O75144	False	ICOSL_HUMAN		CPI-SS0E4B1484B	ICOSLG	0.054	0.037	0.007	0.0	0.165	0.033	0.0	0.0
KITLG	P21583	False	SCF_HUMAN		CPI-SS0A612BCEF	KITLG	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	KLRB1	0.005	0.006	0.062	0.116	0.004	0.013	0.0	0.477
LAIR1	Q6GTX8	False	LAIR1_HUMAN		CPI-SS067BA9202	LAIR1	0.007	0.176	0.015	0.018	0.06	0.255	0.0	0.112
LCK	P06239	False	LCK_HUMAN		CPI-SC00C58C990	LCK	0.037	0.038	0.874	0.815	0.072	0.03	0.145	0.373
LCN2	P80188	False	NGAL_HUMAN		CPI-SS0D5A3EC0A	LCN2	0.001	0.002	0.007	0.006	0.01	0.006	0.0	0.0
MPZL1	O95297	False	MPZL1_HUMAN		CPI-SS09CEEE405	MPZL1	0.058	0.056	0.022	0.03	0.192	0.159	0.0	0.027
NELL2	Q99435	False	NELL2_HUMAN		CPI-SS02B2C16ED	NELL2	0.006	0.008	0.256	0.022	0.03	0.007	0.0	0.039
PPIA	P62937	False	PPIA_HUMAN		CPI-SS0E2453044	PPIA	0.788	0.588	0.638	0.576	1.178	0.73	0.22	0.658
PROC	P04070	False	PROC_HUMAN		CPI-SS0291D3D2E	PROC	0.002	0.012	0.0	0.0	0.038	0.0	0.0	0.0
PTPRC	P08575	False	PTPRC_HUMAN		CPI-SS0CBC7840D	PTPRC	0.493	0.758	1.464	2.013	1.112	1.39	0.545	1.399
RNASET2	O00584	False	RNT2_HUMAN		CPI-SS016FD0C8A	RNASET2	0.587	0.375	0.476	0.249	0.619	0.675	0.362	0.179
SIGLEC15	Q6ZMC9	False	SIG15_HUMAN		CPI-SS07D508428	SIGLEC15	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
SPN	P16150	False	LEUK_HUMAN		CPI-SS02A170A99	SPN	0.004	0.007	0.038	0.15	0.051	0.22	0.0	0.179
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A_receptor	CPI-SC079BB7A02	ACVR1	0.0	0.013	0.004	0.002	0.009	0.007	0.0	0.0
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A_receptor	CPI-SC079BB7A02	ACVR2A	0.0	0.013	0.004	0.002	0.009	0.007	0.0	0.0
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B_receptor	CPI-SC0A978EC39	ACVR1	0.0	0.0	0.003	0.0	0.005	0.005	0.0	0.0
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B_receptor	CPI-SC0A978EC39	ACVR2B	0.0	0.0	0.003	0.0	0.005	0.005	0.0	0.0
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A_receptor	CPI-SC00C9C81E3	ACVR1B	0.0	0.011	0.004	0.0	0.005	0.007	0.0	0.007
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A_receptor	CPI-SC00C9C81E3	ACVR2A	0.0	0.011	0.004	0.0	0.005	0.007	0.0	0.007
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-SC0A86600AA	ACVR1B	0.0	0.0	0.003	0.0	0.005	0.005	0.0	0.003
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2B_receptor	CPI-SC0002A7A8F	ACVR1B	0.0	0.0	0.003	0.0	0.005	0.005	0.0	0.003
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B_receptor	CPI-SC0A86600AA	ACVR2B	0.0	0.0	0.003	0.0	0.005	0.005	0.0	0.003
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1B2B_receptor	CPI-SC0002A7A8F	ACVR2B	0.0	0.0	0.003	0.0	0.005	0.005	0.0	0.003
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-SC00DF87C38	ACVR1	0.008	0.028	0.013	0.003	0.009	0.016	0.0	0.0
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-SC00DF87C38	BMPR2	0.008	0.028	0.013	0.003	0.009	0.016	0.0	0.0
BCR	P11274	True	BCR_HUMAN	BCR_CD45_CD22	CPI-SC0CF28722B	BCR	0.003	0.001	0.001	0.0	0.0	0.002	0.0	0.0
PTPRC	P08575	True	PTPRC_HUMAN	BCR_CD45_CD22	CPI-SC0CF28722B	PTPRC	0.003	0.001	0.001	0.0	0.0	0.002	0.0	0.0
CD22	P20273	True	CD22_HUMAN	BCR_CD45_CD22	CPI-SC0CF28722B	CD22	0.003	0.001	0.001	0.0	0.0	0.002	0.0	0.0
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC0915DDE22	BMPR1A	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.01
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-SC00D19A858	BMPR1A	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.01
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC0915DDE22	BMPR2	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.01
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-SC00D19A858	BMPR2	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.01
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC052486D3E	BMPR1A	0.0	0.0	0.003	0.002	0.0	0.0	0.0	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-SC0C97FACEA	BMPR1A	0.0	0.0	0.003	0.002	0.0	0.0	0.0	0.007
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC052486D3E	ACVR2A	0.0	0.0	0.003	0.002	0.0	0.0	0.0	0.007
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-SC0C97FACEA	ACVR2A	0.0	0.0	0.003	0.002	0.0	0.0	0.0	0.007
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC01D95B14C	BMPR1A	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.003
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_AVR2B	CPI-SC0D05B755E	BMPR1A	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.003
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-SC01D95B14C	ACVR2B	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.003
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-SC0D05B755E	ACVR2B	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.003
CD8A	P01732	True	CD8A_HUMAN	CD8_receptor	CPI-SC00C58C990	CD8A	0.007	0.01	0.214	0.691	0.026	0.008	0.0	0.03
CD8B	P10966	True	CD8B_HUMAN	CD8_receptor	CPI-SC00C58C990	CD8B	0.007	0.01	0.214	0.691	0.026	0.008	0.0	0.03
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2A	CPI-SC05A060D3B	KLRD1	0.0	0.001	0.014	0.094	0.0	0.0	0.0	0.698
KLRC1	P26715	True	NKG2A_HUMAN	CD94:NKG2A	CPI-SC05A060D3B	KLRC1	0.0	0.001	0.014	0.094	0.0	0.0	0.0	0.698
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2C	CPI-SC066BD3097	KLRD1	0.0	0.0	0.001	0.057	0.0	0.0	0.0	0.115
KLRC2	P26717	True	NKG2C_HUMAN	CD94:NKG2C	CPI-SC066BD3097	KLRC2	0.0	0.0	0.001	0.057	0.0	0.0	0.0	0.115
KLRD1	Q13241	True	KLRD1_HUMAN	CD94:NKG2E	CPI-SC04E52CC72	KLRD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003
KLRC3	Q07444	True	NKG2E_HUMAN	CD94:NKG2E	CPI-SC04E52CC72	KLRC3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003
AMN	Q9BXJ7	True	AMNLS_HUMAN	CUBN_AMN_complex	CPI-SC06DAC3119	AMN	0.004	0.0	0.001	0.003	0.005	0.0	0.0	0.002
CUBN	O60494	True	CUBN_HUMAN	CUBN_AMN_complex	CPI-SC06DAC3119	CUBN	0.004	0.0	0.001	0.003	0.005	0.0	0.0	0.002
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0152439C2	LRP5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC0744403E1	LRP5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC04B4CB182	LRP5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC086EAFF18	LRP5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD1_LRP5	CPI-SC073C44F4A	LRP5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-SC0152439C2	FZD1	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-SC0744403E1	FZD1	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-SC04B4CB182	FZD1	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-SC086EAFF18	FZD1	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-SC073C44F4A	FZD1	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD1_LRP6	CPI-SC0065F5B8A	LRP6	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD1_LRP6	CPI-SC0735548E0	LRP6	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD1_LRP6	CPI-SC07B9CD502	LRP6	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD1_LRP6	CPI-SC04091DFF6	LRP6	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD1_LRP6	CPI-SC019E7AAA2	LRP6	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-SC0065F5B8A	FZD1	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-SC0735548E0	FZD1	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-SC07B9CD502	FZD1	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-SC04091DFF6	FZD1	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-SC019E7AAA2	FZD1	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC029ADF8EA	LRP5	0.0	0.001	0.0	0.0	0.01	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC04F7D62D5	LRP5	0.0	0.001	0.0	0.0	0.01	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC06037057B	LRP5	0.0	0.001	0.0	0.0	0.01	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0675C8528	LRP5	0.0	0.001	0.0	0.0	0.01	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD2_LRP5	CPI-SC0AE0AAAFB	LRP5	0.0	0.001	0.0	0.0	0.01	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC029ADF8EA	FZD2	0.0	0.001	0.0	0.0	0.01	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC04F7D62D5	FZD2	0.0	0.001	0.0	0.0	0.01	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC06037057B	FZD2	0.0	0.001	0.0	0.0	0.01	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0675C8528	FZD2	0.0	0.001	0.0	0.0	0.01	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-SC0AE0AAAFB	FZD2	0.0	0.001	0.0	0.0	0.01	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD2_LRP6	CPI-SC054FD289E	LRP6	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD2_LRP6	CPI-SC074888BE6	LRP6	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD2_LRP6	CPI-SC058678C1B	LRP6	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD2_LRP6	CPI-SC07D1540F8	LRP6	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD2_LRP6	CPI-SC069D8A1BA	LRP6	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC054FD289E	FZD2	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC074888BE6	FZD2	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC058678C1B	FZD2	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC07D1540F8	FZD2	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-SC069D8A1BA	FZD2	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC044BB9279	LRP5	0.0	0.001	0.0	0.0	0.013	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC0827E3502	LRP5	0.0	0.001	0.0	0.0	0.013	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC0671450D5	LRP5	0.0	0.001	0.0	0.0	0.013	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC081B09E04	LRP5	0.0	0.001	0.0	0.0	0.013	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD3_LRP5	CPI-SC092C6BB7D	LRP5	0.0	0.001	0.0	0.0	0.013	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC044BB9279	FZD3	0.0	0.001	0.0	0.0	0.013	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0827E3502	FZD3	0.0	0.001	0.0	0.0	0.013	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC0671450D5	FZD3	0.0	0.001	0.0	0.0	0.013	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC081B09E04	FZD3	0.0	0.001	0.0	0.0	0.013	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-SC092C6BB7D	FZD3	0.0	0.001	0.0	0.0	0.013	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD3_LRP6	CPI-SC06CA35957	LRP6	0.002	0.001	0.002	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD3_LRP6	CPI-SC00D0D0EC3	LRP6	0.002	0.001	0.002	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD3_LRP6	CPI-SC015580274	LRP6	0.002	0.001	0.002	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD3_LRP6	CPI-SC0B739B6BE	LRP6	0.002	0.001	0.002	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD3_LRP6	CPI-SC04617C8EB	LRP6	0.002	0.001	0.002	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC06CA35957	FZD3	0.002	0.001	0.002	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC00D0D0EC3	FZD3	0.002	0.001	0.002	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC015580274	FZD3	0.002	0.001	0.002	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC0B739B6BE	FZD3	0.002	0.001	0.002	0.0	0.0	0.0	0.0	0.0
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-SC04617C8EB	FZD3	0.002	0.001	0.002	0.0	0.0	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC012DB3194	LRP5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC08E2BBB8C	LRP5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC04CC06812	LRP5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC0FBD05A5F	LRP5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC027A59AFB	LRP5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD5_LRP5	CPI-SC032AE5D59	LRP5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC012DB3194	FZD5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC08E2BBB8C	FZD5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC04CC06812	FZD5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC0FBD05A5F	FZD5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC027A59AFB	FZD5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP5	CPI-SC032AE5D59	FZD5	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC0991BCC7F	LRP6	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC0FD6A26C5	LRP6	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC0B3222CB2	LRP6	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC081C6762E	LRP6	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC0DD562B41	LRP6	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	FZD5_LRP6	CPI-SC07F714A57	LRP6	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0991BCC7F	FZD5	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0FD6A26C5	FZD5	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0B3222CB2	FZD5	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC081C6762E	FZD5	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC0DD562B41	FZD5	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
FZD5	Q13467	True	FZD5_HUMAN	FZD5_LRP6	CPI-SC07F714A57	FZD5	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD6_LRP5	CPI-SC08496F2AE	LRP5	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD6_LRP5	CPI-SC0A27844A8	LRP5	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD6_LRP5	CPI-SC02D16C89A	LRP5	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.0
LRP5	O75197	True	LRP5_HUMAN	FZD6_LRP5	CPI-SC01D1E05E8	LRP5	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.0
